營業日期	帳單編號	購買時間	商品編號
20200413	2020041336	2020/4/14 00:00	4660061
20200413	2020041336	2020/4/14 00:00	7650044
20200413	2020041336	2020/4/14 00:00	7650044
20200413	2020041337	2020/4/14 00:01	7690393
20200413	2020041337	2020/4/14 00:01	7660145
20200413	2020041337	2020/4/14 00:01	7660145
20200413	2020041338	2020/4/14 00:17	1650022
20200413	2020041338	2020/4/14 00:17	4660136
20200413	2020041338	2020/4/14 00:17	2650026
20200413	2020041338	2020/4/14 00:17	4650016
20200413	2020041338	2020/4/14 00:17	9660075
20200413	2020041338	2020/4/14 00:17	1650022
20200413	2020041339	2020/4/14 00:17	1650001
20200413	2020041339	2020/4/14 00:17	9660075
20200413	2020041340	2020/4/14 00:28	9660091
20200413	2020041340	2020/4/14 00:28	9650034
20200413	2020041340	2020/4/14 00:28	9650034
20200413	2020041341	2020/4/14 00:35	9660060
20200413	2020041341	2020/4/14 00:35	2650026
20200413	2020041341	2020/4/14 00:35	7650003
20200413	2020041342	2020/4/14 00:38	9650044
20200413	2020041342	2020/4/14 00:38	4650013
20200413	2020041342	2020/4/14 00:38	9660075
20200413	2020041342	2020/4/14 00:38	9660075
20200413	2020041342	2020/4/14 00:38	9650044
20200413	2020041342	2020/4/14 00:38	9650044
20200413	2020041342	2020/4/14 00:38	9660065
20200413	2020041342	2020/4/14 00:38	4650016
20200413	2020041342	2020/4/14 00:38	1650022
20200413	2020041342	2020/4/14 00:38	9660065
20200413	2020041342	2020/4/14 00:38	9660065
20200413	2020041342	2020/4/14 00:38	9660075
20200413	2020041344	2020/4/14 00:55	7650044
20200413	2020041344	2020/4/14 00:55	7650044
20200413	2020041345	2020/4/14 01:00	7650003
20200413	2020041345	2020/4/14 01:00	7660134
20200413	2020041345	2020/4/14 01:00	7650003
20200413	2020041345	2020/4/14 01:00	7650003
20200413	2020041345	2020/4/14 01:00	7660134
20200413	2020041345	2020/4/14 01:00	9660069
20200413	2020041345	2020/4/14 01:00	4650006
20200413	2020041346	2020/4/14 01:21	7690393
20200413	2020041346	2020/4/14 01:21	1650022
20200413	2020041346	2020/4/14 01:21	650004
20200413	2020041346	2020/4/14 01:21	4650006
20200413	2020041346	2020/4/14 01:21	5660058
20200413	2020041346	2020/4/14 01:21	4660136
20200413	2020041346	2020/4/14 01:21	9650011
20200413	2020041346	2020/4/14 01:21	4650004
20200413	2020041346	2020/4/14 01:21	5660057
20200413	2020041346	2020/4/14 01:21	1650022
20200413	2020041347	2020/4/14 01:34	7650044
20200413	2020041347	2020/4/14 01:34	4650014
20200413	2020041347	2020/4/14 01:34	9660060
20200413	2020041347	2020/4/14 01:34	9751009
20200413	2020041347	2020/4/14 01:34	4660061
20200413	2020041347	2020/4/14 01:34	9660069
20200413	2020041347	2020/4/14 01:34	4650014
20200413	2020041406	2020/4/14 03:01	7650003
20200413	2020041406	2020/4/14 03:01	4650014
20200413	2020041406	2020/4/14 03:01	1650022
20200413	2020041406	2020/4/14 03:01	7660100
20200413	2020041407	2020/4/14 04:08	9650011
20200413	2020041407	2020/4/14 04:08	4650006
20200413	2020041307	2020/4/13 11:02	9660075
20200413	2020041308	2020/4/13 12:01	4650004
20200413	2020041308	2020/4/13 12:01	9660060
20200413	2020041309	2020/4/13 12:04	680354
